Ibge;UF;name;longitude;latitude;region
3146107;MG;Ouro Preto;-435.064.475.197;-203.867.763.679;Metropolitana de Belo Horizonte
3146206;MG;Ouro Verde de Minas;-412.687.094.923;-18.069.339.095;Vale do Mucuri
3146255;MG;Padre Carvalho;-425.207.448.266;-163.651.032.683;Norte de Minas
3146305;MG;Padre Paraiso;-414.849.648.092;-170.763.186.514;Jequitinhonha
3146404;MG;Paineiras;-455.387.576.862;-189.022.172.144;Central Mineira
3146503;MG;Pains;-456.608.131.833;-203.709.172.455;Oeste de Minas
3146552;MG;Pai Pedro;-430.705.559.756;-155.370.659.875;Norte de Minas
3146602;MG;Paiva;-434.188.333.733;-212.878.522.493;Zona da Mata
3146701;MG;Palma;-423.158.258.828;-213.725.611.559;Zona da Mata
3146750;MG;Palmopolis;-404.203.975.984;-167.344.674.967;Jequitinhonha
3146909;MG;Papagaios;-447.447.017.251;-194.555.367.596;Metropolitana de Belo Horizonte
3147006;MG;Paracatu;-46.875.418.891;-172.197.419.102;Noroeste de Minas
3147105;MG;Para de Minas;-446.053.801.879;-198.647.379.639;Metropolitana de Belo Horizonte
3147204;MG;Paraguacu;-457.326.954.708;-215.473.160.268;Sul/Sudoeste de Minas
3147303;MG;Paraisopolis;-45.781.703.528;-225.551.927.715;Sul/Sudoeste de Minas
3147402;MG;Paraopeba;-444.031.168.703;-192.814.289.521;Metropolitana de Belo Horizonte
3147501;MG;Passabem;-431.438.137.395;-193.509.824.792;Metropolitana de Belo Horizonte
3147600;MG;Passa Quatro;-449.696.386.731;-223.897.981.316;Sul/Sudoeste de Minas
3147709;MG;Passa Tempo;-44.493.417.199;-206.523.877.473;Oeste de Minas
3147808;MG;Passa-Vinte;-442.310.487.921;-222.089.768.784;Sul/Sudoeste de Minas
3147907;MG;Passos;-46.611.412.568;-207.192.119.019;Sul/Sudoeste de Minas
3147956;MG;Patis;-440.827.053.067;-160.792.763.597;Norte de Minas
3148004;MG;Patos de Minas;-465.159.156.766;-185.925.708.199;Tringulo Mineiro/Alto Paranaba
3148103;MG;Patrocinio;-469.974.382.402;-189.408.129.613;Tringulo Mineiro/Alto Paranaba
3148202;MG;Patrocinio do Muriae;-422.126.532.983;-211.517.112.745;Zona da Mata
3148301;MG;Paula Candido;-429.831.550.987;-20.870.161.533;Zona da Mata
3148400;MG;Paulistas;-428.726.250.989;-184.317.377.127;Vale do Rio Doce
3148509;MG;Pavao;-410.001.132.091;-174.326.895.767;Vale do Mucuri
3148608;MG;Pecanha;-425.631.862.675;-185.468.889.888;Vale do Rio Doce
3148707;MG;Pedra Azul;-412.817.519.782;-160.059.227.891;Jequitinhonha
3148756;MG;Pedra Bonita;-423.321.344.917;-205.200.184.906;Zona da Mata
3148806;MG;Pedra do Anta;-427.159.333.248;-205.960.112.648;Zona da Mata
3148905;MG;Pedra do Indaia;-452.098.100.906;-202.535.964.014;Oeste de Minas
3149002;MG;Pedra Dourada;-42.154.538.669;-208.299.461.552;Zona da Mata
3149101;MG;Pedralva;-454.659.715.176;-222.542.260.031;Sul/Sudoeste de Minas
3149150;MG;Pedras de Maria da Cruz;-443.924.439.592;-155.990.124.532;Norte de Minas
3149200;MG;Pedrinopolis;-474.606.173.926;-192.277.204.067;Tringulo Mineiro/Alto Paranaba
3149309;MG;Pedro Leopoldo;-440.458.839.603;-19.618.395.891;Metropolitana de Belo Horizonte
3149408;MG;Pedro Teixeira;-437.454.590.572;-217.068.071.497;Zona da Mata
3149507;MG;Pequeri;-431.262.861.746;-218.369.041.285;Zona da Mata
3149606;MG;Pequi;-446.534.418.965;-196.279.870.911;Metropolitana de Belo Horizonte
3149705;MG;Perdigao;-450.793.625.823;-199.551.229.354;Oeste de Minas
3149804;MG;Perdizes;-472.920.084.471;-193.386.575.249;Tringulo Mineiro/Alto Paranaba
3149903;MG;Perdoes;-450.930.878.294;-210.945.188.676;Oeste de Minas
3149952;MG;Periquito;-42.234.724.628;-191.544.849.011;Vale do Rio Doce
3150000;MG;Pescador;-416.016.228.176;-18.353.628.729;Vale do Rio Doce
3150109;MG;Piau;-433.291.251.743;-215.046.175.294;Zona da Mata
3150158;MG;Piedade de Caratinga;-420.742.639.716;-19.759.212.625;Vale do Rio Doce
3150208;MG;Piedade de Ponte Nova;-427.352.388.987;-202.476.646.154;Zona da Mata
3150307;MG;Piedade do Rio Grande;-442.025.017.472;-214.697.328.736;Campo Das Vertentes
3150406;MG;Piedade dos Gerais;-442.279.160.102;-204.610.103.538;Metropolitana de Belo Horizonte
3150505;MG;Pimenta;-457.990.870.292;-204.831.953.924;Oeste de Minas
3150539;MG;Pingo-d'Agua;-424.086.657.784;-197.286.082.528;Vale do Rio Doce
3150570;MG;Pintopolis;-451.495.068.806;-160.549.897.299;Norte de Minas
3150604;MG;Piracema;-44.478.471.775;-205.089.958.628;Oeste de Minas
3150703;MG;Pirajuba;-486.966.380.638;-199.085.049.086;Tringulo Mineiro/Alto Paranaba
3150802;MG;Piranga;-432.873.455.534;-206.851.438.162;Zona da Mata
3150901;MG;Pirangucu;-45.493.271.705;-225.264.938.454;Sul/Sudoeste de Minas
3151008;MG;Piranguinho;-455.347.391.786;-224.118.730.678;Sul/Sudoeste de Minas
3151107;MG;Pirapetinga;-423.484.310.466;-216.559.720.072;Zona da Mata
3151206;MG;Pirapora;-449.510.653.805;-173.495.820.956;Norte de Minas
3151305;MG;Pirauba;-430.181.308.109;-212.765.501.293;Zona da Mata
3151404;MG;Pitangui;-448.901.188.907;-196.805.972.413;Metropolitana de Belo Horizonte
3151503;MG;Piumhi;-459.605.686.668;-204.708.828.676;Oeste de Minas
3151602;MG;Planura;-486.999.188.552;-20.138.663.202;Tringulo Mineiro/Alto Paranaba
3151701;MG;Poco Fundo;-459.649.695.632;-2.178.469.255;Sul/Sudoeste de Minas
3151800;MG;Pocos de Caldas;-46.566.410.045;-217.873.635.786;Sul/Sudoeste de Minas
3151909;MG;Pocrane;-416.290.012.533;-196.201.444.044;Vale do Rio Doce
3152006;MG;Pompeu;-450.018.708.585;-192.209.571.771;Central Mineira
3152105;MG;Ponte Nova;-429.096.842.699;-204.166.434.225;Zona da Mata
3152131;MG;Ponto Chique;-450.631.345.096;-166.330.397.392;Norte de Minas
3152170;MG;Ponto dos Volantes;-415.078.082.034;-167.545.196.333;Jequitinhonha
3152204;MG;Porteirinha;-430.285.226.494;-15.746.837.727;Norte de Minas
3152303;MG;Porto Firme;-430.914.109.084;-206.682.669.694;Zona da Mata
3152402;MG;Pote;-417.883.855.249;-178.013.694.473;Vale do Mucuri
3152501;MG;Pouso Alegre;-459.371.442.758;-222.303.029.952;Sul/Sudoeste de Minas
3152600;MG;Pouso Alto;-449.753.435.743;-221.909.422.926;Sul/Sudoeste de Minas
3152709;MG;Prados;-440.732.802.772;-210.560.144.581;Campo Das Vertentes
3152808;MG;Prata;-489.238.460.695;-193.082.112.063;Tringulo Mineiro/Alto Paranaba
3152907;MG;Pratapolis;-468.609.173.417;-20.744.184.454;Sul/Sudoeste de Minas
3153004;MG;Pratinha;-463.784.486.441;-197.569.452.523;Tringulo Mineiro/Alto Paranaba
3153103;MG;Presidente Bernardes;-431.900.555.792;-20.765.677.501;Zona da Mata
3153202;MG;Presidente Juscelino;-440.541.822.752;-186.407.817.384;Central Mineira
3153301;MG;Presidente Kubitschek;-435.574.479.487;-186.154.898.026;Jequitinhonha
3153400;MG;Presidente Olegario;-46.417.788.688;-184.147.419.739;Noroeste de Minas
3153509;MG;Alto Jequitiba;-419.671.751.127;-204.229.271.109;Zona da Mata
3153608;MG;Prudente de Morais;-441.583.906.671;-194.835.603.824;Metropolitana de Belo Horizonte
3153707;MG;Quartel Geral;-45.558.863.386;-192.676.900.955;Central Mineira
3153806;MG;Queluzito;-438.800.273.028;-207.423.844.777;Metropolitana de Belo Horizonte
3153905;MG;Raposos;-438.047.741.981;-199.655.987.692;Metropolitana de Belo Horizonte
3154002;MG;Raul Soares;-424.541.675.367;-20.101.958.852;Zona da Mata
3154101;MG;Recreio;-424.713.945.673;-215.337.846.188;Zona da Mata
3154150;MG;Reduto;-419.851.988.576;-202.426.797.035;Zona da Mata
3154200;MG;Resende Costa;-442.394.035.043;-209.173.692.443;Campo Das Vertentes
3154309;MG;Resplendor;-412.539.671.082;-193.254.839.309;Vale do Rio Doce
3154408;MG;Ressaquinha;-437.587.060.939;-21.055.300.917;Campo Das Vertentes
3154457;MG;Riachinho;-460.027.468.183;-162.168.261.724;Norte de Minas
3154507;MG;Riacho dos Machados;-430.445.637.318;-159.980.341.607;Norte de Minas
3154606;MG;Ribeirao das Neves;-440.858.236.491;-197.660.220.155;Metropolitana de Belo Horizonte
3154705;MG;Ribeirao Vermelho;-450.647.821.085;-21.190.414.325;Campo Das Vertentes
3154804;MG;Rio Acima;-437.908.543.768;-200.951.301.629;Metropolitana de Belo Horizonte
3154903;MG;Rio Casca;-426.522.301.992;-202.265.128.665;Zona da Mata
3155009;MG;Rio Doce;-428.956.813.088;-202.446.457.034;Zona da Mata
3155108;MG;Rio do Prado;-405.718.939.338;-166.094.078.455;Jequitinhonha
3155207;MG;Rio Espera;-434.653.334.003;-208.580.800.986;Zona da Mata
3155306;MG;Rio Manso;-443.102.050.446;-202.616.823.652;Metropolitana de Belo Horizonte
3155405;MG;Rio Novo;-431.286.689.153;-214.832.491.499;Zona da Mata
3155504;MG;Rio Paranaiba;-462.427.530.916;-191.912.383.018;Tringulo Mineiro/Alto Paranaba
3155603;MG;Rio Pardo de Minas;-425.412.319.787;-156.130.780.189;Norte de Minas
3155702;MG;Rio Piracicaba;-431.798.237.457;-199.549.411.681;Metropolitana de Belo Horizonte
3155801;MG;Rio Pomba;-431.778.056.454;-212.721.906.098;Zona da Mata
3155900;MG;Rio Preto;-438.294.656.656;-220.869.222.525;Zona da Mata
3156007;MG;Rio Vermelho;-430.224.390.981;-183.011.105.692;Metropolitana de Belo Horizonte
3156106;MG;Ritapolis;-443.234.775.238;-210.232.532.704;Campo Das Vertentes
3156205;MG;Rochedo de Minas;-430.220.685.054;-216.314.596.315;Zona da Mata
3156304;MG;Rodeiro;-428.686.762.586;-212.007.050.792;Zona da Mata
3156403;MG;Romaria;-475.817.549.005;-188.834.800.349;Tringulo Mineiro/Alto Paranaba
3156452;MG;Rosario da Limeira;-425.060.599.702;-209.812.982.014;Zona da Mata
3156502;MG;Rubelita;-422.647.623.324;-164.029.664.157;Norte de Minas
3156601;MG;Rubim;-405.369.414.739;-163.729.735.167;Jequitinhonha
3156700;MG;Sabara;-438.255.570.903;-198.924.945.121;Metropolitana de Belo Horizonte
3156809;MG;Sabinopolis;-430.882.036.429;-186.718.146.532;Vale do Rio Doce
3156908;MG;Sacramento;-474.365.553.164;-198.635.763.394;Tringulo Mineiro/Alto Paranaba
3157005;MG;Salinas;-422.935.064.723;-161.698.557.321;Norte de Minas
3157104;MG;Salto da Divisa;-399.507.560.236;-159.975.707.022;Jequitinhonha
3157203;MG;Santa Barbara;-43.405.220.988;-199.655.911.927;Metropolitana de Belo Horizonte
3157252;MG;Santa Barbara do Leste;-421.408.405.819;-199.757.926.674;Vale do Rio Doce
3157278;MG;Santa Barbara do Monte Verde;-437.017.741.664;-219.572.670.151;Zona da Mata
3157302;MG;Santa Barbara do Tugurio;-435.589.487.843;-212.462.083.895;Campo Das Vertentes
3157336;MG;Santa Cruz de Minas;-442.232.578.484;-211.194.710.322;Campo Das Vertentes
3157377;MG;Santa Cruz de Salinas;-417.503.545.267;-160.943.556.353;Norte de Minas
3157401;MG;Santa Cruz do Escalvado;-428.184.528.533;-202.382.772.553;Zona da Mata
3157500;MG;Santa Efigenia de Minas;-424.393.126.686;-188.198.378.232;Vale do Rio Doce
3157609;MG;Santa Fe de Minas;-454.136.331.222;-166.873.734.528;Norte de Minas
3157658;MG;Santa Helena de Minas;-406.862.886.421;-169.363.075.336;Vale do Mucuri
3157708;MG;Santa Juliana;-475.271.443.344;-193.112.989.337;Tringulo Mineiro/Alto Paranaba
3157807;MG;Santa Luzia;-438.500.072.606;-197.676.168.525;Metropolitana de Belo Horizonte
3157906;MG;Santa Margarida;-422.525.357.803;-203.779.254.268;Zona da Mata
3158003;MG;Santa Maria de Itabira;-431.101.498.441;-194.590.107.743;Metropolitana de Belo Horizonte
3158102;MG;Santa Maria do Salto;-40.146.933.015;-162.475.726.794;Jequitinhonha
3158201;MG;Santa Maria do Suacui;-424.178.024.505;-181.922.522.025;Vale do Rio Doce
3158300;MG;Santana da Vargem;-455.071.210.487;-212.489.621.802;Sul/Sudoeste de Minas
3158409;MG;Santana de Cataguases;-425.546.049.491;-212.840.280.786;Zona da Mata
3158508;MG;Santana de Pirapama;-440.381.025.081;-190.068.859.969;Metropolitana de Belo Horizonte
3158607;MG;Santana do Deserto;-431.723.178.337;-219.496.920.444;Zona da Mata
3158706;MG;Santana do Garambeu;-4.411.087.343;-216.018.318.574;Campo Das Vertentes
3158805;MG;Santana do Jacare;-451.280.485.696;-209.016.774.924;Oeste de Minas
3158904;MG;Santana do Manhuacu;-419.234.974.642;-201.085.461.651;Zona da Mata
3158953;MG;Santana do Paraiso;-42.552.582.949;-193.690.985.236;Vale do Rio Doce
3159001;MG;Santana do Riacho;-437.114.593.034;-191.700.918.689;Metropolitana de Belo Horizonte
3159100;MG;Santana dos Montes;-43.705.998.279;-207.897.348.515;Metropolitana de Belo Horizonte
3159209;MG;Santa Rita de Caldas;-463.386.257.814;-220.264.354.861;Sul/Sudoeste de Minas
3159308;MG;Santa Rita de Jacutinga;-441.004.418.544;-221.484.611.222;Zona da Mata
3159357;MG;Santa Rita de Minas;-421.317.808.369;-198.752.101.702;Vale do Rio Doce
3159407;MG;Santa Rita de Ibitipoca;-439.167.605.188;-215.612.300.794;Zona da Mata
3159506;MG;Santa Rita do Itueto;-413.792.782.175;-193.598.130.147;Vale do Rio Doce
3159605;MG;Santa Rita do Sapucai;-457.039.881.925;-222.533.298.264;Sul/Sudoeste de Minas
3159704;MG;Santa Rosa da Serra;-459.706.644.274;-19.532.621.138;Tringulo Mineiro/Alto Paranaba
3159803;MG;Santa Vitoria;-501.234.651.115;-188.439.479.826;Tringulo Mineiro/Alto Paranaba
3159902;MG;Santo Antonio do Amparo;-449.186.749.352;-209.462.485.658;Oeste de Minas
3160009;MG;Santo Antonio do Aventureiro;-428.116.372.461;-217.558.281.759;Zona da Mata
3160108;MG;Santo Antonio do Grama;-42.613.898.797;-203.125.002.779;Zona da Mata
3160207;MG;Santo Antonio do Itambe;-433.037.794.095;-184.689.716.455;Metropolitana de Belo Horizonte
3160306;MG;Santo Antonio do Jacinto;-401.753.373.252;-165.376.834.097;Jequitinhonha
3160405;MG;Santo Antonio do Monte;-452.939.359.191;-200.872.192.489;Oeste de Minas
3160454;MG;Santo Antonio do Retiro;-426.243.765.157;-153.426.335.373;Norte de Minas
3160504;MG;Santo Antonio do Rio Abaixo;-432.530.571.824;-192.256.798.038;Metropolitana de Belo Horizonte
3160603;MG;Santo Hipolito;-442.216.982.205;-1.828.781.019;Central Mineira
3160702;MG;Santos Dumont;-435.537.521.653;-214.575.319.947;Zona da Mata
3160801;MG;Sao Bento Abade;-450.753.606.267;-215.790.480.165;Sul/Sudoeste de Minas
3160900;MG;Sao Bras do Suacui;-439.526.746.479;-206.265.040.685;Metropolitana de Belo Horizonte
3160959;MG;Sao Domingos das Dores;-420.095.079.969;-195.294.460.673;Vale do Rio Doce
3161007;MG;Sao Domingos do Prata;-429.603.634.004;-198.710.279.004;Metropolitana de Belo Horizonte
3161056;MG;Sao Felix de Minas;-414.903.528.288;-185.861.055.945;Vale do Rio Doce
3161106;MG;Sao Francisco;-448.613.127.424;-159.525.638.056;Norte de Minas
3161205;MG;Sao Francisco de Paula;-449.826.306.199;-207.135.317.999;Oeste de Minas
3161304;MG;Sao Francisco de Sales;-497.655.663.179;-198.651.143.583;Tringulo Mineiro/Alto Paranaba
3161403;MG;Sao Francisco do Gloria;-422.682.205.327;-207.923.014.187;Zona da Mata
3161502;MG;Sao Geraldo;-428.376.641.332;-209.208.475.279;Zona da Mata
3161601;MG;Sao Geraldo da Piedade;-422.891.350.679;-188.440.313.419;Vale do Rio Doce
3161650;MG;Sao Geraldo do Baixio;-413.636.282.369;-189.188.085.164;Vale do Rio Doce
3161700;MG;Sao Goncalo do Abaete;-458.342.461.504;-18.341.112.928;Noroeste de Minas
3161809;MG;Sao Goncalo do Para;-448.571.889.838;-199.856.847.319;Oeste de Minas
3161908;MG;Sao Goncalo do Rio Abaixo;-433.480.400.193;-198.318.007.018;Metropolitana de Belo Horizonte
3162005;MG;Sao Goncalo do Sapucai;-455.946.377.949;-218.919.051.421;Sul/Sudoeste de Minas
3162104;MG;Sao Gotardo;-460.531.440.401;-193.127.001.913;Tringulo Mineiro/Alto Paranaba
3162203;MG;Sao Joao Batista do Gloria;-465.034.614.693;-206.390.368.456;Sul/Sudoeste de Minas
3162252;MG;Sao Joao da Lagoa;-443.490.885.622;-168.520.551.567;Norte de Minas
3162302;MG;Sao Joao da Mata;-459.265.298.076;-219.348.528.245;Sul/Sudoeste de Minas
3162401;MG;Sao Joao da Ponte;-440.089.551.085;-159.245.130.655;Norte de Minas
3162450;MG;Sao Joao das Missoes;-440.812.622.895;-148.825.334.839;Norte de Minas
3162500;MG;Sao Joao del Rei;-442.609.727.347;-211.355.089.743;Campo Das Vertentes
3162559;MG;Sao Joao do Manhuacu;-421.521.577.505;-20.395.499.866;Zona da Mata
3162575;MG;Sao Joao do Manteninha;-411.587.484.426;-187.278.374.866;Vale do Rio Doce
3162609;MG;Sao Joao do Oriente;-42.156.459.895;-193.376.661.343;Vale do Rio Doce
3162658;MG;Sao Joao do Pacui;-445.295.709.891;-165.383.751.446;Norte de Minas
3162708;MG;Sao Joao do Paraiso;-420.114.224.428;-153.184.380.951;Norte de Minas
3162807;MG;Sao Joao Evangelista;-427.760.481.434;-185.451.868.295;Vale do Rio Doce
3162906;MG;Sao Joao Nepomuceno;-430.112.857.685;-215.356.970.636;Zona da Mata
3162922;MG;Sao Joaquim de Bicas;-442.662.730.161;-200.634.684.606;Metropolitana de Belo Horizonte
3162948;MG;Sao Jose da Barra;-463.193.295.709;-207.220.909.662;Sul/Sudoeste de Minas
3162955;MG;Sao Jose da Lapa;-439.599.562.982;-196.986.268.215;Metropolitana de Belo Horizonte
3163003;MG;Sao Jose da Safira;-421.464.105.249;-183.251.174.568;Vale do Rio Doce
3163102;MG;Sao Jose da Varginha;-44.561.059.733;-197.048.059.868;Metropolitana de Belo Horizonte
3163201;MG;Sao Jose do Alegre;-455.301.876.075;-223.290.552.486;Sul/Sudoeste de Minas
3163300;MG;Sao Jose do Divino;-413.912.087.844;-18.483.263.322;Vale do Rio Doce
3163409;MG;Sao Jose do Goiabal;-427.098.601.269;-19.927.983.217;Metropolitana de Belo Horizonte
3163508;MG;Sao Jose do Jacuri;-426.666.267.692;-182.758.107.503;Vale do Rio Doce
3163607;MG;Sao Jose do Mantimento;-417.490.728.164;-200.059.989.819;Zona da Mata
3163706;MG;Sao Lourenco;-450.533.731.031;-221.177.686.714;Sul/Sudoeste de Minas
3163805;MG;Sao Miguel do Anta;-427.208.990.463;-207.059.175.905;Zona da Mata
3163904;MG;Sao Pedro da Uniao;-466.213.268.893;-211.334.584.955;Sul/Sudoeste de Minas
3164001;MG;Sao Pedro dos Ferros;-425.239.009.348;-201.719.098.245;Zona da Mata
3164100;MG;Sao Pedro do Suacui;-426.002.319.397;-183.655.057.595;Vale do Rio Doce
3164209;MG;Sao Romao;-450.691.351.971;-163.686.392.158;Norte de Minas
3164308;MG;Sao Roque de Minas;-463.689.949.346;-202.506.708.115;Oeste de Minas
3164407;MG;Sao Sebastiao da Bela Vista;-457.547.892.089;-221.550.057.868;Sul/Sudoeste de Minas
3164431;MG;Sao Sebastiao da Vargem Alegre;-426.386.658.919;-210.738.303.381;Zona da Mata
3164472;MG;Sao Sebastiao do Anta;-419.795.988.985;-195.001.070.899;Vale do Rio Doce
3164506;MG;Sao Sebastiao do Maranhao;-425.657.456.967;-180.913.715.113;Vale do Rio Doce
3164605;MG;Sao Sebastiao do Oeste;-45.003.133.987;-202.740.951.952;Oeste de Minas
3164704;MG;Sao Sebastiao do Paraiso;-469.864.718.256;-209.180.654.486;Sul/Sudoeste de Minas
3164803;MG;Sao Sebastiao do Rio Preto;-431.747.344.223;-192.857.666.703;Metropolitana de Belo Horizonte
3164902;MG;Sao Sebastiao do Rio Verde;-449.777.360.534;-222.150.562.279;Sul/Sudoeste de Minas
3165008;MG;Sao Tiago;-445.039.924.427;-209.009.463.499;Campo Das Vertentes
3165107;MG;Sao Tomas de Aquino;-470.967.829.719;-20.784.994.387;Sul/Sudoeste de Minas
3165206;MG;Sao Thome das Letras;-449.870.084.546;-217.207.227.802;Sul/Sudoeste de Minas
3165305;MG;Sao Vicente de Minas;-444.546.835.036;-216.974.718.375;Sul/Sudoeste de Minas
3165404;MG;Sapucai-Mirim;-457.409.257.376;-227.515.963.809;Sul/Sudoeste de Minas
3165503;MG;Sardoa;-423.661.292.229;-187.832.653.469;Vale do Rio Doce
3165537;MG;Sarzedo;-441.458.673.613;-200.345.349.208;Metropolitana de Belo Horizonte
3165552;MG;Setubinha;-421.664.383.108;-175.970.190.167;Vale do Mucuri
3165560;MG;Sem-Peixe;-428.419.017.302;-201.025.363.692;Zona da Mata
3165578;MG;Senador Amaral;-461.802.335.938;-225.887.215.666;Sul/Sudoeste de Minas
3165602;MG;Senador Cortes;-429.443.320.994;-218.025.169.575;Zona da Mata
3165701;MG;Senador Firmino;-431.041.303.933;-209.180.596.003;Zona da Mata
3165800;MG;Senador Jose Bento;-461.794.726.958;-221.666.066.777;Sul/Sudoeste de Minas
3165909;MG;Senador Modestino Goncalves;-432.229.754.715;-179.460.246.708;Jequitinhonha
3166006;MG;Senhora de Oliveira;-43.337.731.994;-207.938.997.632;Zona da Mata
3166105;MG;Senhora do Porto;-430.817.557.208;-1.889.800.802;Vale do Rio Doce
3166204;MG;Senhora dos Remedios;-435.863.819.522;-210.330.829.642;Campo Das Vertentes
3166303;MG;Sericita;-424.820.072.656;-204.715.553.545;Zona da Mata
3166402;MG;Seritinga;-445.214.453.518;-219.113.492.777;Sul/Sudoeste de Minas
3166501;MG;Serra Azul de Minas;-431.744.593.091;-18.362.279.725;Metropolitana de Belo Horizonte
3166600;MG;Serra da Saudade;-457.965.895.747;-194.405.622.458;Central Mineira
3166709;MG;Serra dos Aimores;-402.431.685.749;-177.857.470.183;Vale do Mucuri
3166808;MG;Serra do Salitre;-466.921.087.262;-191.117.957.635;Tringulo Mineiro/Alto Paranaba
3166907;MG;Serrania;-460.431.449.358;-21.546.680.652;Sul/Sudoeste de Minas
3166956;MG;Serranopolis de Minas;-428.743.863.931;-158.087.837.821;Norte de Minas
3167004;MG;Serranos;-445.067.541.647;-218.887.817.979;Sul/Sudoeste de Minas
3167103;MG;Serro;-433.886.312.681;-186.044.422.453;Metropolitana de Belo Horizonte
3167202;MG;Sete Lagoas;-442.395.946.156;-194.582.874.188;Metropolitana de Belo Horizonte
3167301;MG;Silveirania;-432.178.784.698;-211.646.375.385;Zona da Mata
3167400;MG;Silvianopolis;-458.324.471.456;-220.279.972.639;Sul/Sudoeste de Minas
3167509;MG;Simao Pereira;-433.149.558.126;-219.648.567.892;Zona da Mata
3167608;MG;Simonesia;-420.038.567.487;-201.220.295.974;Zona da Mata
3167707;MG;Sobralia;-420.986.538.397;-192.355.492.879;Vale do Rio Doce
3167806;MG;Soledade de Minas;-45.041.022.642;-220.592.064.058;Sul/Sudoeste de Minas
3167905;MG;Tabuleiro;-432.456.052.646;-213.575.776.594;Zona da Mata
3168002;MG;Taiobeiras;-422.279.155.456;-158.115.214.377;Norte de Minas
3168051;MG;Taparuba;-416.158.581.306;-197.614.695.843;Vale do Rio Doce
3168101;MG;Tapira;-468.219.153.622;-199.255.792.183;Tringulo Mineiro/Alto Paranaba
3168200;MG;Tapirai;-460.185.702.098;-198.858.056.069;Oeste de Minas
3168309;MG;Taquaracu de Minas;-436.871.427.897;-196.738.480.484;Metropolitana de Belo Horizonte
3168408;MG;Tarumirim;-420.077.345.774;-192.814.948.728;Vale do Rio Doce
3168507;MG;Teixeiras;-428.626.438.044;-206.490.665.251;Zona da Mata
3168606;MG;Teofilo Otoni;-415.096.351.658;-17.862.539.808;Vale do Mucuri
3168705;MG;Timoteo;-426.439.423.108;-195.840.503.585;Vale do Rio Doce
3168804;MG;Tiradentes;-441.726.923.811;-211.070.434.368;Campo Das Vertentes
3168903;MG;Tiros;-459.635.510.992;-190.039.173.801;Tringulo Mineiro/Alto Paranaba
3169000;MG;Tocantins;-430.186.995.084;-21.175.549.526;Zona da Mata
3169059;MG;Tocos do Moji;-460.964.468.007;-223.716.455.947;Sul/Sudoeste de Minas
3169109;MG;Toledo;-463.789.726.565;-227.433.948.081;Sul/Sudoeste de Minas
3169208;MG;Tombos;-420.146.816.211;-209.025.892.251;Zona da Mata
3169307;MG;Tres Coracoes;-452.549.368.732;-216.959.657.769;Sul/Sudoeste de Minas
3169356;MG;Tres Marias;-452.257.352.467;-18.205.921.224;Central Mineira
3169406;MG;Tres Pontas;-45.515.474.797;-213.687.699.217;Sul/Sudoeste de Minas
3169505;MG;Tumiritinga;-416.379.804.794;-189.766.076.612;Vale do Rio Doce
3169604;MG;Tupaciguara;-486.937.358.802;-185.993.525.644;Tringulo Mineiro/Alto Paranaba
3169703;MG;Turmalina;-427.304.145.448;-172.864.120.943;Jequitinhonha
3169802;MG;Turvolandia;-457.967.357.927;-218.793.890.057;Sul/Sudoeste de Minas
3169901;MG;Uba;-429.367.864.644;-211.185.969.515;Zona da Mata
3170008;MG;Ubai;-447.870.862.055;-162.974.045.209;Norte de Minas
3170057;MG;Ubaporanga;-421.092.163.271;-196.413.620.049;Vale do Rio Doce
3170107;MG;Uberaba;-479.836.248.956;-197.135.346.071;Tringulo Mineiro/Alto Paranaba
3170206;MG;Uberlandia;-482.779.501.847;-189.189.986.093;Tringulo Mineiro/Alto Paranaba
3170305;MG;Umburatiba;-405.726.450.205;-172.536.072.103;Vale do Mucuri
3170404;MG;Unai;-468.999.565.953;-163.590.084.925;Noroeste de Minas
3170438;MG;Uniao de Minas;-503.308.029.414;-195.297.366.441;Tringulo Mineiro/Alto Paranaba
3170479;MG;Uruana de Minas;-462.562.288.734;-160.600.251.971;Noroeste de Minas
3170503;MG;Urucania;-427.412.284.517;-203.508.704.157;Zona da Mata
3170529;MG;Urucuia;-457.370.281.844;-16.132.091.017;Norte de Minas
3170578;MG;Vargem Alegre;-422.998.154.823;-196.007.202.041;Vale do Rio Doce
3170602;MG;Vargem Bonita;-463.724.569.794;-203.267.766.484;Oeste de Minas
3170651;MG;Vargem Grande do Rio Pardo;-423.092.908.663;-154.024.006.159;Norte de Minas
3170701;MG;Varginha;-454.318.861.443;-215.570.800.391;Sul/Sudoeste de Minas
3170750;MG;Varjao de Minas;-460.335.015.457;-183.837.044.638;Noroeste de Minas
3170800;MG;Varzea da Palma;-447.303.465.827;-175.975.701.771;Norte de Minas
3170909;MG;Varzelandia;-440.279.481.432;-157.088.710.523;Norte de Minas
3171006;MG;Vazante;-469.019.668.858;-179.910.384.302;Noroeste de Minas
3171030;MG;Verdelandia;-436.060.222.624;-155.945.423.473;Norte de Minas
3171071;MG;Veredinha;-4.273.593.024;-173.939.690.803;Jequitinhonha
3171105;MG;Verissimo;-483.037.105.803;-196.693.578.326;Tringulo Mineiro/Alto Paranaba
3171154;MG;Vermelho Novo;-422.683.458.174;-200.347.660.883;Zona da Mata
3171204;MG;Vespasiano;-439.199.151.867;-196.930.304.398;Metropolitana de Belo Horizonte
